id,Temperature,Light,CO2,value
120,21.89,0.0,600.0,0
121,21.89,0.0,603.666666666667,0
122,21.89,0.0,601.666666666667,0
123,21.89,0.0,599.0,0
124,21.89,0.0,599.0,0
125,21.89,0.0,597.0,0
126,21.89,0.0,599.5,0
127,21.89,0.0,597.0,0
128,21.84,0.0,597.5,0
129,21.84,0.0,597.5,0
130,21.823333333333306,0.0,595.666666666667,0
131,21.79,0.0,594.5,0
132,21.79,0.0,592.0,0
133,21.79,0.0,595.0,0
134,21.79,0.0,597.0,0
135,21.79,0.0,592.0,0
136,21.79,0.0,589.5,0
137,21.745,0.0,591.5,0
138,21.79,0.0,594.5,0
139,21.79,0.0,594.0,0
140,21.745,0.0,591.0,0
141,21.7,0.0,594.0,0
142,21.7,0.0,591.5,0
143,21.7,0.0,587.5,0
144,21.7,0.0,584.5,0
145,21.7,0.0,582.0,0
146,21.7,0.0,582.0,0
147,21.7,0.0,592.0,0
148,21.7,0.0,592.0,0
149,21.7,0.0,585.0,0
150,21.6666666666667,0.0,579.0,0
151,21.7,0.0,581.0,0
152,21.6,0.0,582.0,0
153,21.7,0.0,581.5,0
154,21.65,0.0,579.5,0
155,21.6,0.0,579.666666666667,0
156,21.6,0.0,582.5,0
157,21.6,0.0,585.0,0
158,21.6,0.0,584.0,0
159,21.6,0.0,579.5,0
160,21.6,0.0,583.0,0
161,21.6,0.0,584.0,0
162,21.5666666666667,0.0,577.666666666667,0
163,21.5,0.0,576.0,0
164,21.5,0.0,576.5,0
165,21.5,0.0,573.5,0
166,21.5,0.0,574.0,0
167,21.5,0.0,575.333333333333,0
168,21.5,0.0,576.0,0
169,21.5,0.0,576.0,0
170,21.5,0.0,570.5,0
171,21.5,0.0,566.0,0
172,21.5,0.0,567.0,0
173,21.5,0.0,566.0,0
174,21.5,0.0,563.0,0
175,21.5,0.0,564.0,0
176,21.5,0.0,566.333333333333,0
177,21.39,0.0,567.0,0
178,21.5,0.0,565.0,0
179,21.445,0.0,567.0,0
180,21.5,0.0,569.0,0
181,21.445,0.0,568.5,0
182,21.5,0.0,565.5,0
183,21.5,0.0,565.666666666667,0
184,21.5,0.0,566.0,0
185,21.5,0.0,573.333333333333,0
186,21.463333333333303,0.0,570.333333333333,0
187,21.5,0.0,572.5,0
188,21.445,0.0,572.0,0
189,21.39,0.0,564.5,0
190,21.5,0.0,566.5,0
191,21.39,0.0,569.0,0
192,21.5,0.0,565.0,0
193,21.445,0.0,570.5,0
194,21.426666666666698,0.0,566.333333333333,0
195,21.39,0.0,567.0,0
196,21.39,0.0,568.666666666667,0
197,21.5,0.0,569.0,0
198,21.39,0.0,563.0,0
199,21.39,0.0,566.666666666667,0
200,21.39,0.0,561.666666666667,0
201,21.39,0.0,567.0,0
202,21.39,0.0,563.0,0
203,21.39,0.0,561.0,0
204,21.39,0.0,563.5,0
205,21.39,0.0,570.5,0
206,21.34,0.0,565.5,0
207,21.34,0.0,568.0,0
208,21.39,0.0,566.0,0
209,21.323333333333302,0.0,562.333333333333,0
210,21.39,0.0,563.0,0
211,21.29,0.0,562.0,0
212,21.29,0.0,559.0,0
213,21.356666666666698,0.0,558.333333333333,0
214,21.29,0.0,565.5,0
215,21.29,0.0,567.0,0
216,21.29,0.0,570.0,0
217,21.29,0.0,568.0,0
218,21.29,0.0,567.5,0
219,21.29,0.0,566.0,0
220,21.29,0.0,567.5,0
221,21.29,0.0,564.0,0
222,21.29,0.0,559.0,0
223,21.29,0.0,558.0,0
224,21.29,0.0,560.0,0
225,21.29,0.0,558.0,0
226,21.29,0.0,563.0,0
227,21.29,0.0,565.0,0
228,21.245,0.0,559.5,0
229,21.23,0.0,557.666666666667,0
230,21.29,0.0,558.0,0
231,21.29,0.0,556.5,0
232,21.2,0.0,559.0,0
233,21.26,0.0,557.666666666667,0
234,21.245,0.0,556.0,0
235,21.23,0.0,558.0,0
236,21.2,0.0,561.0,0
237,21.2,0.0,562.0,0
238,21.2,0.0,558.5,0
239,21.2,0.0,553.5,0
240,21.2,0.0,558.5,0
241,21.2,0.0,559.5,0
242,21.2,0.0,562.0,0
243,21.2,0.0,564.5,0
244,21.2,0.0,566.0,0
245,21.2,0.0,559.0,0
246,21.2,0.0,559.0,0
247,21.2,0.0,561.0,0
248,21.2,0.0,562.0,0
249,21.2,0.0,564.0,0
250,21.2,0.0,564.0,0
251,21.23,0.0,567.0,0
252,21.2,0.0,563.0,0
253,21.2,0.0,552.5,0
254,21.23,0.0,559.0,0
255,21.2,0.0,562.5,0
256,21.2,0.0,558.0,0
257,21.2,0.0,559.0,0
258,21.2,0.0,561.0,0
259,21.2,0.0,559.5,0
260,21.2,0.0,567.0,0
261,21.2,0.0,564.0,0
262,21.245,0.0,562.0,0
263,21.2,0.0,563.0,0
264,21.2,0.0,563.0,0
265,21.2,0.0,566.0,0
266,21.2,0.0,566.5,0
267,21.2,0.0,564.0,0
268,21.2,0.0,561.333333333333,0
269,21.2,0.0,559.0,0
270,21.2,0.0,554.5,0
271,21.2,0.0,553.0,0
272,21.2,0.0,554.5,0
273,21.23,0.0,563.0,0
274,21.29,0.0,562.0,0
275,21.2,0.0,561.666666666667,0
276,21.2,0.0,562.0,0
277,21.2,0.0,565.0,0
278,21.2,0.0,567.333333333333,0
279,21.2,0.0,566.0,0
280,21.2,0.0,567.0,0
281,21.2,0.0,561.5,0
282,21.2,0.0,571.0,0
283,21.2,0.0,574.0,0
284,21.2,0.0,564.5,0
285,21.2,0.0,570.5,0
286,21.2,0.0,560.0,0
287,21.2,0.0,564.0,0
288,21.2,0.0,569.0,0
289,21.2,0.0,569.5,0
290,21.245,0.0,568.5,0
291,21.2,0.0,568.666666666667,0
292,21.2,0.0,566.0,0
293,21.2,0.0,565.0,0
294,21.2,0.0,563.0,0
295,21.2,0.0,557.5,0
296,21.15,0.0,560.0,0
297,21.2,0.0,565.0,0
298,21.2,0.0,566.0,0
299,21.1333333333333,0.0,570.666666666667,0
300,21.2,0.0,571.0,0
301,21.2,0.0,572.0,0
302,21.2,0.0,567.0,0
303,21.1666666666667,0.0,569.0,0
304,21.2,0.0,569.0,0
305,21.2,0.0,570.0,0
306,21.2,0.0,574.333333333333,0
307,21.2,0.0,571.0,0
308,21.15,0.0,565.5,0
309,21.15,0.0,561.5,0
310,21.15,0.0,564.5,0
311,21.2,0.0,566.5,0
312,21.2,0.0,570.333333333333,0
313,21.1333333333333,0.0,564.666666666667,0
314,21.15,0.0,563.0,0
315,21.1333333333333,0.0,566.0,0
316,21.1333333333333,0.0,562.666666666667,0
317,21.1,0.0,563.0,0
318,21.15,0.0,564.5,0
319,21.1,0.0,564.5,0
320,21.1,0.0,563.0,0
321,21.15,0.0,561.0,0
322,21.1,0.0,564.0,0
323,21.1,0.0,562.333333333333,0
324,21.1,0.0,567.0,0
325,21.1,0.0,570.0,0
326,21.1,0.0,572.5,0
327,21.1,0.0,569.0,0
328,21.1,0.0,565.5,0
329,21.1,0.0,559.5,0
330,21.1,0.0,563.5,0
331,21.1,0.0,561.0,0
332,21.1,0.0,567.0,0
333,21.05,0.0,567.5,0
334,21.1,0.0,562.0,0
335,21.1,0.0,558.0,0
336,21.1,0.0,563.666666666667,0
337,21.1,0.0,573.0,0
338,21.0666666666667,0.0,572.0,0
339,21.1,0.0,567.0,0
340,21.1,0.0,567.0,0
341,21.1,0.0,567.5,0
342,21.05,0.0,568.0,0
343,21.1,0.0,565.5,0
344,21.033333333333303,0.0,562.333333333333,0
345,21.0,0.0,565.0,0
346,21.05,0.0,563.0,0
347,21.05,0.0,563.5,0
348,21.05,0.0,564.0,0
349,21.1,0.0,563.5,0
350,21.1,0.0,569.0,0
351,21.0,0.0,568.0,0
352,21.05,0.0,567.0,0
353,21.0,0.0,569.0,0
354,21.0,0.0,566.5,0
355,21.0,0.0,563.0,0
356,21.0,0.0,563.0,0
357,21.0,0.0,562.0,0
358,21.0,0.0,563.666666666667,0
359,21.0,0.0,564.333333333333,0
360,21.0,0.0,562.0,0
361,21.0,0.0,559.75,0
362,21.1,0.0,564.0,0
363,21.0,0.0,559.666666666667,0
364,21.0,0.0,559.0,0
365,21.0,0.0,559.5,0
366,21.0,0.0,561.5,0
367,21.0,0.0,559.0,0
368,21.0,0.0,560.0,0
369,21.0,0.0,563.5,0
370,21.0,0.0,562.0,0
371,21.0,0.0,560.0,0
372,21.0,0.0,565.0,0
373,21.0,0.0,562.333333333333,0
374,21.0,0.0,566.0,0
375,21.0,0.0,567.0,0
376,21.0,0.0,568.5,0
377,21.0,0.0,561.25,0
378,21.0,0.0,565.0,0
379,21.0,0.0,565.0,0
380,21.0,0.0,572.0,0
381,21.0,0.0,564.333333333333,0
382,21.0,0.0,568.0,0
383,21.0,0.0,565.5,0
384,21.0,0.0,565.0,0
385,21.0,0.0,567.0,0
386,21.0,0.0,563.0,0
387,21.0,0.0,559.0,0
388,21.0,0.0,564.0,0
389,21.0,0.0,563.0,0
390,21.0,0.0,561.0,0
391,21.0,0.0,566.5,0
392,21.0,0.0,573.0,0
393,21.0,0.0,569.5,0
394,21.0,0.0,567.0,0
395,21.0,0.0,567.0,0
396,21.0,0.0,564.666666666667,0
397,21.0,0.0,563.0,0
398,21.0,0.0,562.0,0
399,21.0,0.0,560.0,0
400,21.0,0.0,558.0,0
401,21.0,0.0,563.0,0
402,21.0,0.0,565.0,0
403,20.9725,0.0,569.0,0
404,21.0,0.0,567.0,0
405,20.963333333333303,0.0,569.333333333333,0
406,21.0,0.0,571.0,0
407,21.0,0.0,567.0,0
408,21.0,0.0,566.0,0
409,21.0,0.0,569.0,0
410,21.0,0.0,567.5,0
411,21.0,0.0,565.5,0
412,21.0,0.0,568.0,0
413,21.0,0.0,564.0,0
414,21.0,0.0,568.0,0
415,21.0,0.0,568.0,0
416,21.0,0.0,570.0,0
417,21.0,0.0,569.5,0
418,21.0,0.0,567.333333333333,0
419,21.0,0.0,570.0,0
420,21.0,0.0,568.0,0
421,21.0,0.0,566.0,0
422,21.0,0.0,567.0,0
423,21.0,0.0,567.5,0
424,21.0,0.0,567.0,0
425,21.0,0.0,566.0,0
426,21.0,0.0,567.666666666667,0
427,21.0,0.0,572.0,0
428,21.0,0.0,574.0,0
429,21.0,0.0,562.0,0
430,21.0,0.0,564.5,0
431,21.0,0.0,568.5,0
432,21.0,0.0,571.0,0
433,21.0,0.0,564.25,0
434,21.0,0.0,569.0,0
435,21.0,0.0,574.0,0
436,21.0,0.0,571.5,0
437,21.0,0.0,570.0,0
438,21.0,0.0,570.5,0
439,21.0,0.0,570.0,0
440,21.0,0.0,570.0,0
441,21.0,0.0,565.666666666667,0
442,21.0,0.0,566.0,0
443,21.0,0.0,565.333333333333,0
444,21.0,0.0,568.5,0
445,21.0,0.0,566.0,0
446,21.0,0.0,572.0,0
447,21.0,0.0,571.0,0
448,21.0,0.0,571.0,0
449,21.0,0.0,570.0,0
450,21.0,0.0,568.0,0
451,21.0,0.0,574.0,0
452,21.0,0.0,578.5,0
453,21.0,0.0,579.0,0
454,21.0,0.0,573.5,0
455,21.0,0.0,573.0,0
456,21.0,0.0,566.5,0
457,21.0,0.0,565.0,0
458,21.0,0.0,563.666666666667,0
459,21.0,0.0,567.0,0
460,21.0,0.0,567.5,0
461,21.0,0.0,569.0,0
462,21.0,0.0,566.0,0
463,21.0,0.0,567.0,0
464,21.05,0.0,568.5,0
465,21.0,0.0,571.0,0
466,21.0,0.0,566.5,0
467,21.0,0.0,561.666666666667,0
468,21.0,0.0,566.25,0
469,21.0,0.0,568.5,0
470,21.0,0.0,568.0,0
471,21.0,0.0,565.0,0
472,21.0,0.0,564.0,0
473,21.0,0.0,568.0,0
474,21.0,0.0,569.0,0
475,21.0,0.0,573.0,0
476,21.0,0.0,573.666666666667,0
477,21.0,0.0,571.75,0
478,21.0,0.0,571.5,0
479,21.0,0.0,568.5,0
480,21.0,0.0,562.0,0
481,21.0,0.0,562.0,0
482,21.05,0.0,565.5,0
483,21.0,0.0,569.5,0
484,21.0,0.0,567.5,0
485,21.0,0.0,569.0,0
486,21.0,0.0,574.0,0
487,21.0,0.0,574.0,0
488,21.0,0.0,574.0,0
489,21.0,0.0,578.666666666667,0
490,21.0,0.0,581.666666666667,0
491,21.0,0.0,582.0,0
492,21.0,0.0,577.5,0
493,21.0,0.0,575.0,0
494,21.0,0.0,572.0,0
495,21.0,0.0,574.5,0
496,21.0,0.0,573.0,0
497,21.0,0.0,569.333333333333,0
498,21.0,0.0,573.0,0
499,21.0,0.0,573.666666666667,0
500,21.0,0.0,573.0,0
501,21.0,0.0,576.5,0
502,21.0,0.0,574.0,0
503,21.0,0.0,569.0,0
504,21.0,0.0,573.0,0
505,21.0,0.0,577.333333333333,0
506,21.0,0.0,575.5,0
507,21.0,0.0,571.0,0
508,21.0,0.0,570.0,0
509,21.0,0.0,573.0,0
510,21.0,0.0,572.0,0
511,21.0,0.0,578.0,0
512,21.0,0.0,577.5,0
513,21.0,0.0,577.0,0
514,21.0,0.0,573.0,0
515,21.0,0.0,576.0,0
516,21.0,0.0,583.666666666667,0
517,21.0,0.0,582.0,0
518,21.0,0.0,575.5,0
519,21.0,0.0,573.0,0
520,21.0,0.0,575.5,0
521,21.0,0.0,574.0,0
522,21.0,0.0,574.0,0
523,21.0,0.0,570.0,0
524,21.0,0.0,579.333333333333,0
525,21.0,0.0,578.0,0
526,21.0,0.0,570.666666666667,0
527,21.0,0.0,577.0,0
528,21.0,0.0,580.0,0
529,21.0,0.0,577.5,0
530,21.0,0.0,577.5,0
531,21.0,0.0,583.0,0
532,21.0,0.0,583.0,0
533,21.0,0.0,576.0,0
534,21.0,0.0,578.0,0
535,21.0,0.0,580.0,0
536,21.0,0.0,581.0,0
537,21.0,0.0,576.5,0
538,21.0,0.0,579.0,0
539,21.0,0.0,578.0,0
540,21.0,0.0,580.5,0
541,21.0,0.0,575.0,0
542,21.0,0.0,578.666666666667,0
543,21.0,0.0,578.0,0
544,21.0,0.0,574.0,0
545,21.0,0.0,571.666666666667,0
546,21.0,0.0,571.0,0
547,21.0,0.0,568.0,0
548,21.0,0.0,572.666666666667,0
549,21.0,0.0,569.0,0
550,21.0,0.0,572.5,0
551,21.0,0.0,574.0,0
552,21.0,0.0,576.0,0
553,21.0,0.0,574.0,0
554,21.1,0.0,576.0,0
555,21.0,0.0,580.5,0
556,21.0,0.0,579.0,0
557,21.0,0.0,578.5,0
558,21.0,0.0,576.333333333333,0
559,21.0,0.0,580.0,0
560,21.0,0.0,579.5,0
561,21.0,0.0,580.25,0
562,21.0,0.0,584.0,0
563,21.0,0.0,582.0,0
564,21.1,0.0,575.0,0
565,21.0,0.0,570.0,0
566,21.0,0.0,579.0,0
567,21.0,0.0,575.5,0
568,21.0,0.0,585.5,0
569,21.0,0.0,570.5,0
570,21.0,0.0,572.0,0
571,21.0,0.0,571.5,0
572,21.0,0.0,573.333333333333,0
573,21.0,0.0,582.0,0
574,21.0,0.0,576.0,0
575,21.0,0.0,578.5,0
576,21.0,0.0,577.0,0
577,21.0,0.0,577.0,0
578,21.0,0.0,576.0,0
579,21.0,0.0,580.0,0
580,21.0,0.0,581.5,0
581,21.0,0.0,584.0,0
582,21.0,0.0,583.5,0
583,21.033333333333303,0.0,585.333333333333,0
584,21.0,0.0,578.0,0
585,21.0,0.0,579.5,0
586,21.0,0.0,577.75,0
587,21.0,0.0,576.0,0
588,21.0,0.0,577.0,0
589,21.0,0.0,578.5,0
590,21.0,0.0,577.0,0
591,21.0,0.0,575.0,0
592,21.0,0.0,578.0,0
593,21.0,0.0,576.333333333333,0
594,21.0,0.0,580.0,0
595,21.0,0.0,575.5,0
596,21.0,0.0,582.0,0
597,21.0,0.0,578.666666666667,0
598,20.945,0.0,574.5,0
599,21.0,0.0,575.0,0
600,21.0,0.0,576.0,0
601,21.0,0.0,574.5,0
602,21.0,0.0,579.0,0
603,21.0,0.0,579.0,0
604,20.963333333333303,0.0,581.333333333333,0
605,21.0,0.0,575.0,0
606,20.963333333333303,0.0,573.0,0
607,21.0,0.0,576.0,0
608,20.926666666666698,0.0,577.333333333333,0
609,21.0,0.0,577.0,0
610,21.0,0.0,579.5,0
611,21.0,0.0,581.0,0
612,21.0,0.0,581.333333333333,0
613,21.0,0.0,575.0,0
614,20.963333333333303,0.0,574.333333333333,0
615,20.945,0.0,579.0,0
616,21.0,0.0,580.0,0
617,21.0,0.0,576.5,0
618,21.0,0.0,577.0,0
619,20.963333333333303,0.0,576.333333333333,0
620,21.0,0.0,579.5,0
621,21.0,0.0,578.666666666667,0
622,21.0,0.0,579.0,0
623,20.89,0.0,579.0,0
624,21.0,0.0,578.0,0
625,20.945,0.0,578.5,0
626,20.945,0.0,578.5,0
627,20.89,0.0,586.0,0
628,20.89,0.0,583.0,0
629,20.89,0.0,577.5,0
630,20.89,0.0,576.666666666667,0
631,20.89,0.0,580.0,0
632,20.89,0.0,577.0,0
633,21.0,0.0,581.0,0
634,21.0,0.0,578.666666666667,0
635,20.89,0.0,577.5,0
636,20.89,0.0,578.0,0
637,20.89,0.0,578.0,0
638,20.945,0.0,583.0,0
639,20.89,0.0,579.666666666667,0
640,20.945,0.0,575.5,0
641,20.89,0.0,577.5,0
642,20.89,0.0,578.0,0
643,20.89,0.0,581.5,0
644,20.89,0.0,579.5,0
645,20.89,0.0,573.5,0
646,20.9175,0.0,574.0,0
647,20.89,0.0,575.25,0
648,20.89,0.0,575.0,0
649,20.89,0.0,577.5,0
650,20.89,0.0,583.333333333333,0
651,20.963333333333303,0.0,583.666666666667,0
652,20.945,0.0,577.5,0
653,20.945,0.0,580.0,0
654,21.0,0.0,584.0,0
655,21.0,0.0,586.0,0
656,20.89,0.0,578.0,0
657,20.89,0.0,580.0,0
658,20.926666666666698,0.0,583.0,0
659,20.89,0.0,578.0,0
660,20.926666666666698,0.0,580.333333333333,0
661,20.89,0.0,583.5,0
662,20.89,0.0,583.0,0
663,20.89,0.0,584.0,0
664,20.89,0.0,578.5,0
665,20.89,0.0,578.0,0
666,20.84,0.0,579.0,0
667,20.89,0.0,581.0,0
668,20.89,0.0,577.5,0
669,20.89,0.0,577.0,0
670,20.89,0.0,577.0,0
671,20.945,0.0,577.0,0
672,20.89,0.0,577.0,0
673,20.945,0.0,579.5,0
674,21.0,0.0,578.0,0
675,20.89,0.0,575.0,0
676,20.89,0.0,582.0,0
677,20.89,0.0,582.0,0
678,20.89,0.0,582.5,0
679,20.89,0.0,580.0,0
680,20.89,0.0,580.0,0
681,20.89,0.0,580.0,0
682,20.89,0.0,573.5,0
683,20.89,0.0,578.0,0
684,20.89,0.0,579.0,0
685,20.89,0.0,575.0,0
686,20.89,0.0,581.0,0
687,20.89,0.0,579.0,0
688,20.89,0.0,580.5,0
689,20.89,0.0,585.75,0
690,20.89,0.0,587.0,0
691,20.89,0.0,580.0,0
692,20.926666666666698,0.0,578.0,0
693,20.89,0.0,575.5,0
694,20.945,0.0,581.5,0
695,20.926666666666698,0.0,585.333333333333,0
696,20.89,0.0,583.5,0
697,20.89,0.0,581.0,0
698,20.89,0.0,579.0,0
699,20.89,0.0,581.5,0
700,21.0,0.0,581.0,0
701,20.89,0.0,574.5,0
702,20.89,0.0,584.0,0
703,20.89,0.0,581.5,0
704,20.89,0.0,579.333333333333,0
705,20.89,0.0,585.0,0
706,20.89,0.0,580.333333333333,0
707,20.89,0.0,581.0,0
708,20.89,0.0,582.333333333333,0
709,20.89,0.0,583.5,0
710,20.89,0.0,579.333333333333,0
711,20.89,0.0,573.0,0
712,20.89,0.0,570.5,0
713,20.89,0.0,577.0,0
714,20.89,0.0,580.0,0
715,20.89,0.0,577.5,0
716,20.89,0.0,576.5,0
717,20.89,0.0,576.0,0
718,20.89,0.0,581.0,0
719,20.89,0.0,582.0,0
720,20.89,0.0,580.666666666667,0
721,20.89,0.0,578.0,0
722,20.89,0.0,576.0,0
723,20.89,0.0,580.0,0
724,20.89,0.0,578.0,0
725,20.89,0.0,579.0,0
726,20.89,0.0,574.5,0
727,20.89,0.0,579.0,0
728,20.89,0.0,576.0,0
729,20.89,0.0,573.0,0
730,20.89,0.0,573.5,0
731,20.89,0.0,575.5,0
732,20.89,0.0,578.0,0
733,20.89,0.0,579.5,0
734,20.89,0.0,582.0,0
735,20.89,0.0,578.0,0
736,20.89,0.0,581.333333333333,0
737,20.89,0.0,583.5,0
738,20.89,0.0,585.0,0
739,20.89,0.0,578.5,0
740,20.89,0.0,567.0,0
741,20.89,0.0,577.0,0
742,20.89,0.0,580.5,0
743,20.89,0.0,580.5,0
744,20.89,0.0,577.0,0
745,20.89,0.0,577.0,0
746,20.89,0.0,574.0,0
747,20.89,0.0,577.0,0
748,20.84,0.0,572.0,0
749,20.89,0.0,574.0,0
750,20.89,0.0,575.5,0
751,20.89,0.0,572.5,0
752,20.89,0.0,573.0,0
753,20.84,0.0,573.5,0
754,20.89,0.0,572.5,0
755,20.84,0.0,576.0,0
756,20.84,0.0,572.5,0
757,20.84,0.0,577.0,0
758,20.79,0.0,579.5,0
759,20.89,0.0,577.0,0
760,20.84,0.0,574.0,0
761,20.89,0.0,569.5,0
762,20.89,0.0,568.0,0
763,20.89,0.0,571.333333333333,0
764,20.89,0.0,575.0,0
765,20.89,0.0,578.0,0
766,20.89,0.0,574.0,0
767,20.89,0.0,571.666666666667,0
768,20.89,0.0,568.0,0
769,20.89,0.0,566.5,0
770,20.856666666666698,0.0,571.0,0
771,20.89,0.0,573.0,0
772,20.89,0.0,571.5,0
773,20.89,0.0,565.5,0
774,20.89,0.0,567.5,0
775,20.89,0.0,569.0,0
776,20.84,0.0,570.0,0
777,20.89,0.0,571.0,0
778,20.89,0.0,572.0,0
779,20.89,0.0,573.0,0
780,20.84,0.0,572.0,0
781,20.79,0.0,571.5,0
782,20.89,0.0,573.5,0
783,20.79,0.0,577.0,0
784,20.79,0.0,572.0,0
785,20.79,0.0,567.5,0
786,20.823333333333302,0.0,566.666666666667,0
787,20.84,0.0,564.5,0
788,20.79,0.0,565.0,0
789,20.79,0.0,566.5,0
790,20.79,0.0,569.0,0
791,20.79,0.0,571.333333333333,0
792,20.79,0.0,570.333333333333,0
793,20.79,0.0,570.0,0
794,20.79,0.0,571.0,0
795,20.79,0.0,563.333333333333,0
796,20.89,0.0,566.0,0
797,20.79,0.0,564.5,0
798,20.79,0.0,566.0,0
799,20.84,0.0,564.5,0
800,20.79,0.0,561.5,0
801,20.79,0.0,561.0,0
802,20.79,0.0,558.5,0
803,20.79,0.0,559.0,0
804,20.79,0.0,560.0,0
805,20.79,0.0,551.0,0
806,20.79,0.0,556.0,0
807,20.79,0.0,557.0,0
808,20.79,0.0,560.5,0
809,20.79,0.0,559.0,0
810,20.79,0.0,557.5,0
811,20.79,0.0,555.5,0
812,20.745,0.0,566.0,0
813,20.745,0.0,560.5,0
814,20.73,0.0,557.333333333333,0
815,20.7,0.0,555.0,0
816,20.7,0.0,552.666666666667,0
817,20.7,0.0,546.5,0
818,20.7,0.0,550.5,0
819,20.7,0.0,555.0,0
820,20.7,0.0,558.0,0
821,20.7,0.0,553.0,0
822,20.7,0.0,553.0,0
823,20.7,0.0,552.0,0
824,20.7,0.0,553.666666666667,0
825,20.7,0.0,551.0,0
826,20.7,0.0,549.5,0
827,20.7,0.0,546.666666666667,0
828,20.7,0.0,548.0,0
829,20.76,0.0,553.333333333333,0
830,20.79,0.0,553.5,0
831,20.7,0.0,554.333333333333,0
832,20.7,0.0,551.5,0
833,20.7,0.0,551.0,0
834,20.7,0.0,553.0,0
835,20.7,0.0,544.0,0
836,20.7,0.0,540.0,0
837,20.7,0.0,542.25,0
838,20.7,0.0,546.0,0
839,20.65,0.0,550.0,0
840,20.7,0.0,550.5,0
841,20.7,0.0,547.0,0
